Pclass,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male
-1.5999778641304179,-0.5348784735092995,-0.4845117754642859,0.7153870574673996,0.4779930469753513,-0.4681645887845222,-0.316960058234833,0.6098106089642874,1.3387146308101283,-1.3387146308101283
0.800831913026289,-0.38364666674180087,-0.4845117754642859,-0.4746960848615455,-0.4781647598317014,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
-1.5999778641304179,1.3555191110844336,-0.4845117754642859,-0.4746960848615455,-0.11904482847338663,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
0.800831913026289,-0.6861102802767981,-0.4845117754642859,-0.4746960848615455,-0.47757203544706556,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
-0.3995729755520645,0.7505918840144389,-0.4845117754642859,-0.4746960848615455,-0.37455572544613586,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
-1.5999778641304179,1.1286714009331855,1.3954467211600823,-0.4746960848615455,1.1884503573265905,-0.4681645887845222,3.1549716565836454,-1.6398533992355706,-0.7469851878699842,0.746985187869984
-0.3995729755520645,-2.1356671481432725,-0.4845117754642859,1.9054701997963448,-0.04977524071414076,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
-1.5999778641304179,0.296896463711943,-0.4845117754642859,-0.4746960848615455,-0.5369459678121334,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
0.800831913026289,1.2042873043169349,-0.4845117754642859,0.7153870574673996,-0.3450372391400567,2.1360009363293826,-0.316960058234833,-1.6398533992355706,1.3387146308101283,-1.3387146308101283
0.800831913026289,0.44812827047944165,-0.4845117754642859,-0.4746960848615455,-0.47503468791009684,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
-0.3995729755520645,0.5237441738631909,-0.4845117754642859,-0.4746960848615455,-0.37709307298310457,2.1360009363293826,-0.316960058234833,-1.6398533992355706,-0.7469851878699842,0.746985187869984
0.800831913026289,-0.6104943768930489,-0.4845117754642859,-0.4746960848615455,-0.47757203544706556,-0.4681645887845222,-0.316960058234833,0.6098106089642874,-0.7469851878699842,0.746985187869984
